Well Id,Oil_prod,Water_prod
21/10-D19,2865470,497182
21/10-D2,12541353,3642850
21/10-D20,3736540,1119241
21/10-D21,1328029,185384
21/10-D22,8013957,2657479
21/10-D24,9941485,4243096
21/10-D25,8417916,3240096
21/10-D26,2380671,1485047
21/10-D3,8837374,3498579
21/10-D4,12098842,2562589
21/10-D6,10989934,2325146
21/10-D7,0,0
21/10-D8,8177272,1231890
21/10-D9,2762372,1105480
21/11-C2,1939559,1298570
21/16-2,546339,86273
21/16-A2,1253021,634108
21/25-A1,871365,391081
21/25-A10,771216,53183
21/25-A11,1051995,216551
21/25-A12,564954,4725
21/25-A13,547717,4501
21/25-A2Z,1049271,243710
21/25-A4,912092,113409
21/25-A5,1168757,410599
21/25-A6,724127,32118
21/25-A7,596091,221141
21/25-A8,3066,0
21/25-A9,693887,8696
21/25-B1Z,389323,0
21/25-B2Z,398810,0
21/30-20,1702479,409931
21/30-21,1643614,263468
21/30-C1,2029975,37766
21/30-C2Z,283509,62622
21/30-C3,2396097,376218
21/30-C4,1794280,152791
21/30-C5,809,0
21/30-C6,4571766,700508
21/30-C7,1264031,5776
21/30-C8,3706461,1695921
21/30-C9,2019648,793728
211/16a-A1,14536841,6871927
211/16a-A10,697668,303277
211/16a-A11,30834489,19535550
211/16a-A13,1213891,886729
211/16a-A14,17589531,14743485
211/16a-A15,866759,700197
211/16a-A16,3083042,2761095
211/16a-A17,595880,538660
211/16a-A19Z,1256816,528302
211/16a-A2,36713854,19552432
211/16a-A21Y,3976026,3310215
211/16a-A23,151375,13195
211/16a-A3,4897112,2812120
211/16a-A6,9081964,3614720
211/16a-A7,1032136,506964
211/18-A44,9944498,8267178
211/18-A48,2196171,1167463
211/18-A51,3713524,3112055
211/18a-N6X,1616784,11739
211/18-N1,745776,185307
211/18-N2,4065939,1210380
211/18-N4,150932,8216
211/18-N5Z,1797558,31113
211/21-10Y,16537528,6338120
211/21-13,0,0
211/21a-18,1547048,502408
211/23-A1,13167963,6823491
211/23-A10,6606405,3302421
211/23-A11,10766205,6140032
211/23-A12,316742,43622
211/23-A13,5460038,2062225
211/23-A14,31485047,24261846
211/23-A15,15229778,12156721
211/23-A16,3903483,2812588
211/23-A17,50320,50320
211/23-A18,2885400,1338874
211/23-A19,3706,3706
211/23-A2,13070,13070
211/23-A20,3050467,951954
211/23-A21,8533836,6106840
211/23-A22,818214,712626
211/23-A23,12812174,10806259
211/23-A24,2660598,1584106
211/23-A25,9115282,6653652
211/23-A26,10697735,8178992
211/23-A27,8710292,5135404
211/23-A28,15047945,11878880
211/23-A29,19234378,12459071
211/23-A3,19889132,10056337
211/23-A31,657323,286022
211/23-A32,9476205,6957717
211/23-A33,777681,299823
211/23-A34,5881633,5148371
211/23-A35,616842,528597
211/23-A36,347194,123150
211/23-A37,1220252,403349
211/23-A38,17699555,13810194
211/23-A39,339961,188825
211/23-A4,8257634,1892600
211/23-A40,23708107,20570950
211/23-A41,12699338,8045924
211/23-A42,6538418,4458167
211/23-A43,5544704,4253527
211/23-A44,9449469,7764740
211/23-A45,2209277,1739726
211/23-A46,896738,624370
211/23-A47,189401,65424
211/23-A47Z,2837408,2380207
211/23-A48,23659,706
211/23-A5,8100671,3430760
211/23-A50,3360893,3082077
211/23-A51,1218318,1062184
211/23-A52Y,1756191,996932
211/23-A55,1097236,1002639
211/23-A57W,884991,554087
211/23-A58,448297,385100
211/23-A59,17389,770
211/23-A6,16104645,8679221
211/23-A60,55147,40364
211/23-A7,1075562,705108
211/23-A8,5702415,4569401
211/23-A9,34369,34369
211/26-10Z,1464009,967318
211/26-7,10867176,211060
211/26a-9,1304808,382024
211/26-A1,5626200,1043192
211/26-A10,13524704,5747408
211/26-A11,20448,20448
211/26-A12,2424542,676650
211/26-A13,0,0
211/26-A14,1117,0
211/26-A15,12415339,11368424
211/26-A16,100974,86613
211/26-A17,163090,127305
211/26-A18,48978,20234
211/26-A19,346558,128286
211/26-A2,10781472,307666
211/26-A21Z,2196116,1542234
211/26-A22,17030136,13860628
211/26-A24,293772,11552
211/26-A25,1401645,573825
211/26-A26,150204,64802
211/26-A28Z,106456,45145
211/26-A29,4700,172
211/26-A3,15426,15426
211/26-A30,233295,861
211/26-A4,1824962,1107985
211/26-A5,5845907,1812008
211/26-A6,32452,32452
211/26-A7,5028997,4329445
211/26-A8,23756,23756
211/26-A9,19773,19773
211/26b-10,7365971,1995761
211/26-U1,166556,0
211/26-U11,1589808,855256
211/26-U1Z,9096992,1020308
211/26-U2,8673288,1549588
211/26-U3,936,936
211/26-U4,15489852,5751640
211/26-U5,3116,3116
211/26-U6,12389600,8081160
211/26-U7Y,10211789,8351663
22/05b-A1,7835,7835
22/05b-A2,18300,18300
22/05b-A3,12988,12988
22/05b-A4,18223,18223
22/05b-A5,21133,21133
22/05b-A6,18872,18872
22/05b-A8,14714,14714
22/06a-E1,4374843,2482995
22/06a-E10,1684305,1439624
22/06a-E11,607516,130712
22/06a-E12,1041345,586599
22/06a-E13,2741395,269759
22/06a-E14,5291765,2232271
22/06a-E15,1872367,1446887
22/06a-E16,0,0
22/06a-E2,2697448,749582
22/06a-E3Z,2362310,910727
22/06a-E4,1876971,919478
22/06a-E5,1835616,1044314
22/06a-E6,3404882,688530
22/06a-E7,3191820,1778520
22/06a-E8,2214205,1152265
22/06a-E9,578705,7752
22/10a-T1,46928,29498
22/10a-T12,54858,22632
22/10a-T13,83108,10718
22/10a-T2,6713,2912
22/10a-T3,37916,18423
22/10a-T4,20845,14226
22/10a-T5,25640,17439
22/10a-T6,19140,19140
22/10a-T7,17953,9175
22/10a-T8,20792,12866
22/10a-T9,13448,5226
22/21-10X,306035,2177
22/21-11Y,182618,980
22/21-D1,621937,21479
22/21-D2,986767,28458
22/21-D3,521113,13766
22/21-D4Z,1081022,45033
22/21-D6,882052,54150
22/24d-E1,475747,11205
23/26b-W1Z,671629,27267
23/26b-W2,645813,28124
23/26b-W3,336277,3304
23/26b-W4,249977,2999
23/26b-W5,337436,2778
29/07-8Z,1124976,1868
3/14a-D1,808243,23931
3/14a-D10,761861,839
3/14a-D13,328729,5016
3/14a-D14,464357,860
3/14a-D15,370884,1983
3/14a-D16,538000,2352
3/14a-D18,323887,5865
3/14a-D19,171773,821
3/14a-D2,2658217,47483
3/14a-D20,110276,355
3/14a-D22,36917,574
3/14a-D23Z,252835,33161
3/14a-D3,1018098,10524
3/14a-D4,1841319,183051
3/14a-D5,415216,2254
3/14a-D6,762425,28881
3/14a-D7,216007,20
3/14a-D8,2474364,47051
3/14a-D9,477861,955
3/15-7,5913,5913
3/15-A1,245275,245275
3/15-A2,182008,182008
30/16-F1,803421,114470
30/16-F10,4116,4116
30/16-F11,9281482,194024
30/16-F12,0,0
30/16-F13,7263254,1815629
30/16-F14,440,440
30/16-F15,551,551
30/16-F16,478,478
30/16-F17,13680078,1264224
30/16-F18,10158661,6762492
30/16-F19,4107959,1209357
30/16-F2,9839553,1257621
30/16-F20,8350468,2561883
30/16-F21,9397609,4692603
30/16-F22,10568800,8265326
30/16-F24,12084156,2865037
30/16-F25,3663332,2288866
30/16-F26,0,0
30/16-F29,222784,95634
30/16-F3,2360423,169028
30/16-F30,15679956,10331010
30/16-F31,0,0
30/16-F32,6103273,4798702
30/16-F33,2092108,1872430
30/16-F34,7790568,7367709
30/16-F35,601724,552397
30/16-F36,228218,206072
30/16-F4,800,800
30/16-F5,9032497,1101293
30/16-F6,824,824
30/16-F7,550,550
30/16-F8,400,400
30/16-F9,1413,1413
30/16-T1,11644951,2162753
30/16-T2,4424761,1178447
30/16-T3,13131324,944588
30/16-T4,12470028,6364
30/16-T5,5885230,1290214
30/24-15,2722919,1171384
30/24-17,1506546,800915
30/24-19,866415,553664
30/24-22,240811,72062
30/24-30,454693,178454
31/26-4,590417,59051
31/26a-9Z,922235,364014
31/26a-A10,72025,11139
31/26a-A3,4457490,2552747
31/26a-A6,714876,437693
31/26a-A7,1129131,512440
31/26a-A8,1686212,932494
31/26a-A9,1282426,561650
31/26a-F1,585966,157503
31/26a-F3Z,461991,105363
39/02-2,3741189,2311818
9/28a-10,373711,103
9/28a-12,476796,397195
9/28a-13,69942,223
9/28a-16,13610,218
9/28a-9,56150,394
110/15-L2,430119,5868
110/15-L3,95165,3353
110/15-L4,452263,19340
110/15-L5,504711,24037
110/15-L6,731931,17864
110/15-L7,594274,22765
110/15-L8Y,312239,11035
14/20-12,2462162,684302
14/20-13,4300677,1743554
14/20-14,5244330,939569
14/20b-H1,2175651,1167371
14/20b-H2,3354914,1527772
14/20b-H3Z,615689,103154
15/16-T1,6836,6836
15/16-T2,47223,23001
15/16-T3,39103,15486
15/16-T4,3386,3386
15/16-T5,64806,33019
15/16-T6,31157,10699
15/16-T8,50379,24175
15/17-A11,168919,27496
15/21a-19,5767355,1684911
15/21a-27,2811699,1242490
15/21a-28,4921780,1932704
15/21a-32,1948031,981129
15/21a-40,1067365,532477
15/24b-E1,1084647,228127
15/24b-W1V,471585,103302
15/24b-W2,1704582,376243
15/24b-W3,999640,225498
15/24b-W5,213228,68731
16/08a-K1,1827128,21952
16/08a-K2,1059137,15182
16/08a-K4Z,223732,3283
16/12a-23,222708,0
2/05-H1,4699609,1978858
2/05-H10Z,2998,0
2/05-H11,198126,72114
2/05-H12,7296,0
2/05-H13,843426,45502
2/05-H14,513,0
2/05-H16,2681,897
2/05-H17,68846,854
2/05-H18,2187579,847700
2/05-H19,587446,72341
2/05-H2,1348558,533684
2/05-H20,1027434,10148
2/05-H21,1595556,681452
2/05-H22,1146074,321678
2/05-H23,300099,29707
2/05-H25,2003614,881199
2/05-H26,40247,0
2/05-H27,16131,0
2/05-H28,2449135,664430
2/05-H29,36688,26600
2/05-H3,122236,0
2/05-H30,492438,283096
2/05-H31,1955,1925
2/05-H32,259541,1773
2/05-H33,705966,5560
2/05-H34,1015250,369200
2/05-H35,683587,494090
2/05-H36,1088038,513594
2/05-H37,3760466,3111467
2/05-H38,1020776,345160
2/05-H39,46052,7632
2/05-H4,668976,160661
2/05-H40,229358,1376
2/05-H41,1502690,233418
2/05-H42,616538,28708
2/05-H43,1668983,1166129
2/05-H44,84440,29705
2/05-H45,89667,37317
2/05-H46,216069,2492
2/05-H47,7286754,5375744
2/05-H48,4019143,3796423
2/05-H49,818944,286222
2/05-H50,20452,188
2/05-H51,1110612,869734
2/05-H52,1131,678
2/05-H53,343909,247704
2/05-H54,232250,126730
2/05-H55,641989,357140
2/05-H56,627006,283418
2/05-H57,285713,176167
2/05-H58,323594,77520
2/05-H5Z,650402,133434
2/05-H6,14414,0
2/05-H7,187872,0
2/05-H8,5879893,3077036
2/05-H9,15964,0
204/20-L1,763187,784
204/20-L3Z,524546,490
204/20-L4,0,0
21/18a-K1,1768519,325245
21/18a-K1Z,4927907,4014883
21/18a-K2,5018800,1596752
21/18a-K5,2461390,1042685
21/18a-K7,15209118,7378644
21/18a-K8,3290,0
21/19-7,1080225,5065
21/25-G1,3464145,2229428
21/25-G3,1264266,48789
21/25-G4Y,998426,563824
210/24a-A1,4179902,1012315
210/24a-A2,2885200,272690
210/24a-B1,2660547,1083771
210/24a-B2,2660996,1254016
210/24a-B5,936684,9476
210/24a-B6,448486,3530
211/07a-3,2336697,70996
211/12-3A,1017632,3947
211/12-5,4341545,23709
211/12-6,4570718,20803
211/12a-10,473519,2590
211/12a-11,902532,67568
211/12a-12A,1080908,6404
211/12a-13,1625918,104424
211/12a-16,0,0
211/12a-21,2020660,611171
211/12a-M1,10361332,54989
211/12a-M10,12115595,750367
211/12a-M11,8964193,668355
211/12a-M12,6732875,256805
211/12a-M13,317124,1027
211/12a-M14,4486377,229345
211/12a-M15,6469049,528320
211/12a-M16,4955522,45310
211/12a-M18,1663284,565553
211/12a-M19,1764783,477656
211/12a-M20,2976511,1155779
211/12a-M22,1867770,1217763
211/12a-M23,2540522,1762043
211/12a-M24,4809171,2992104
211/12a-M25,3516315,2660597
211/12a-M26,5027668,1611767
211/12a-M26Z,227849,1013
211/12a-M27,4705345,3999358
211/12a-M28,1494423,1273
211/12a-M29,1027254,545916
211/12a-M2Z,6429688,127777
211/12a-M3,1298,719
211/12a-M30,4039113,3227803
211/12a-M32,610182,453444
211/12a-M33,600868,754
211/12a-M35,1666458,1481207
211/12a-M36,1233849,95338
211/12a-M37,1044772,562413
211/12a-M39,170923,265
211/12a-M4,281237,8294
211/12a-M40,66035,152
211/12a-M41Y,21369,167
211/12a-M5,326476,21460
211/12a-M6,12484990,369882
211/12a-M7Z,4325254,284953
211/12a-M8,0,0
211/12a-M8A,44486,271
211/12a-M9,237248,1851
211/27-A1,9462368,3842985
211/27-A10,4707387,1622798
211/27-A11,4111631,1041972
211/27-A12,2347162,25910
211/27-A13,1713734,98801
211/27-A14,3938897,431377
211/27-A15,11003090,2850983
211/27-A16,158756,18692
211/27-A17,4876811,830180
211/27-A18,299563,148
211/27-A19,837595,92677
211/27-A2,470344,32611
211/27-A20,1886783,1318892
211/27-A21,56787,90
211/27-A22,39470,280
211/27-A23,893297,69218
211/27-A24,10730,248
211/27-A25,2512170,207736
211/27-A26,211394,1835
211/27-A27,50,0
211/27-A28,84443,8715
211/27-A29,2134300,1298573
211/27-A3,1455243,129258
211/27-A30,50480,1010
211/27-A31,4210506,3760825
211/27-A32,2023842,1492095
211/27-A33,3079425,866775
211/27-A34,5031300,2400415
211/27-A35,5881316,4071025
211/27-A36,4317873,2957017
211/27-A37,188557,107895
211/27-A38,983476,94460
211/27-A39,6654470,4671730
211/27-A4,26669765,15030505
211/27-A40,778845,319680
211/27-A41,14775023,11444836
211/27-A42,320448,70076
211/27-A44,80313,4317
211/27-A45,556186,105928
211/27-A47,53262,1436
211/27-A48,316019,264096
211/27-A49,2024226,1407054
211/27-A5,3149330,550
211/27-A50,157690,76600
211/27-A51,3293080,3008608
211/27-A52,161589,143522
211/27-A6,3496415,362970
211/27-A7,925330,168
211/27-A8,5103939,470941
211/27-A9,80408,4
211/28a-H12,9500,9462
211/28a-H18,5095195,3349542
211/28a-H19,12629,6879
211/28a-H20Z,787361,446246
211/28a-H22,11468934,8706298
211/28a-H23,42973382,33652362
211/28a-H28,3740116,3299636
211/28a-H29,678521,487102
211/28a-H30,12365651,11000408
211/28a-H32,3579227,3214915
211/28a-H33,206081,132038
211/28a-H34,3486103,3242294
211/28a-H35,1139721,323795
211/28a-H39,64163,7262
211/28a-H40,1202811,972704
211/28a-H42,210636,83726
211/28a-H43,1340448,1242600
211/28a-H44,18,18
211/28-H1,460243,430324
211/28-H10,1571912,1059277
211/28-H2,22745883,19073362
211/28-H24,1650,1617
211/28-H25,17394506,15408593
211/28-H26,4995,4
211/28-H27,72576,316
211/28-H3,48432347,36421753
211/28-H37,7377,4721
211/28-H38,2577494,1718876
211/28-H4,31377712,23169356
211/28-H41,22242,22242
211/28-H5,2042485,1002787
211/28-H6,18809481,12402908
211/28-H7Z,26779043,23108730
211/28-H8,33434179,24883913
211/28-H9,4127105,2658302
22/05b-A7,0,0
22/24a-A1Y,416218,1199
22/24a-A2,65137,876
22/24a-A3Z,302153,13325
22/24a-A4,172315,18152
22/30a-H1,1251697,40751
22/30a-H3,885714,36382
22/30a-H4,840359,28946
23/26a-18Z,838110,0
23/26a-20Y,885997,9860
23/26a-20Z,765886,0
23/26a-6Y,707553,0
23/26a-A1,1016856,38358
23/26a-A2,787076,42165
23/26a-A4,11541,109
3/02-A2,88718,14217
3/02-A3,612290,511474
3/02-A4,38418,33173
3/02-A5,296197,55246
3/02-A7,276552,100554
3/02-A9,330973,171392
30/07a-M1,630365,7315
30/07a-M2,792464,15619
30/07a-M3,1078935,13176
30/07a-M4,78101,5401
30/07a-M5,421196,30523
30/07a-P1,368684,18889
30/07a-P10,803992,125148
30/07a-P11,588458,48198
30/07a-P12,338,2
30/07a-P13,2158,52
30/07a-P14,206642,13328
30/07a-P15,22505,1888
30/07a-P2,369680,60333
30/07a-P3,1071515,8056
30/07a-P4,211637,24300
30/07a-P5,302656,20953
30/07a-P6,61139,2126
30/07a-P7,117414,2959
30/07a-P8,270405,36241
30/07a-P9,896088,3492
30/17a-11,498816,44320
30/17a-13,285193,61702
30/17a-J1,475354,118509
30/17a-J2Y,681422,774
30/17a-J6,385139,0
30/17b-9,2642899,2216604
30/17b-A26,1589,272
30/24-24,621123,9319
30/24-32,289412,9412
9/13c-40,112963,3102
9/18-2,78124,1053
9/18b-10,1951515,637923
9/18b-7,1726330,357462
9/18b-9,2750949,2750949
9/18b-A1,1956066,147926
9/18b-A11,1076089,101503
9/18b-A13,1033639,464168
9/18b-A14,1925674,794006
9/18b-A15,3144193,2577870
9/18b-A17,166553,108968
9/18b-A18,848931,165889
9/18b-A19,198100,47759
9/18b-A2,2425984,950389
9/18b-A3,881449,266002
9/18b-A4,10543968,10543968
9/23b-A1,3506416,59537
9/23b-A10,5530839,5530839
9/23b-A11,1522902,1850
9/23b-A12,1466571,44319
9/23b-A14,1061369,41962
9/23b-A15,1070968,54765
9/23b-A16,840642,22926
9/23b-A17,589967,1541
9/23b-A19Z,158197,2916
9/23b-A2,569482,206
9/23b-A3,2842851,36387
9/23b-A5,7568305,7568305
9/23b-A6,1542045,107477
9/23b-A7,0,0
9/23b-A9,1582977,77453
13/28a-B1,86273,939
13/29a-A2Z,246470,1555
13/29a-A3Y,203215,4069
13/29a-A4,299521,2433
13/29a-D1,163243,1630
14/20b-,6789799,1402249
15/17-B1,336957,1682
15/17-B11,5004566,2279989
15/17-B13,5055306,2652045
15/17-B14,2547793,2255801
15/17-B15,4199321,2801758
15/17-B16,2736496,1755025
15/17-B18,2311,2274
15/17-B1Z,6301880,3752998
15/17-B2,5254901,3480047
15/17-B3Z,4277706,3379109
15/17-B4,5940748,3432065
15/17-B5,5683797,3564585
15/17-B6,5629123,2270447
15/17-B8,5282079,4346817
15/17-P1,384703,154053
15/17-P10,327593,177255
15/17-P11Z,519527,30025
15/17-P13,429640,297077
15/17-P15,347142,179836
15/17-P2,262128,243545
15/17-P21,355716,276646
15/17-P26,380087,415
15/17-P3,355705,314882
15/17-P31,335381,167174
15/17-P32,338948,315165
15/17-P34,375399,330098
15/17-P38,81459,68205
15/17-P39,66227,1572
15/17-P4,220524,207006
15/17-P41,7189,2832
15/17-P43Z,406673,144768
15/17-P46,426471,345639
15/17-P47,331759,157935
15/17-P48,301683,278714
15/17-P51,264274,138470
15/17-P52,110931,89788
15/17-P53,183195,45903
15/17-P54,320883,254581
15/17-P55,233087,159750
15/17-P6,347070,198262
15/21a-,5217966,806581
15/21a-,1184273,373003
15/21a-,8304919,3999936
15/21a-,3981230,942341
15/21a-,7045850,3442542
15/27-,972445,49675
15/27-,0,0
16/08b-A1,4223962,116323
16/08b-A12,6966328,386450
16/08b-A14,5221507,1270399
16/08b-A15,3864338,290559
16/08b-A16,1416893,324134
16/08b-A17,3146917,21920
16/08b-A18,3152915,703205
16/08b-A19,4270189,748496
16/08b-A2,5849840,114085
16/08b-A21,800982,24982
16/08b-A3,4440281,154522
16/08b-A4,3297765,105200
16/08b-A8,7691454,837402
16/08b-A9,4297484,378152
16/29a-,1208599,541825
16/29a-A1,1512179,136671
16/29a-A11,5583453,2300984
16/29a-A13,6322260,3666136
16/29a-A14,940417,230913
16/29a-A15,204,9
16/29a-A18,312,0
16/29a-A19,0,0
16/29a-A2,2757865,273867
16/29a-A20,0,0
16/29a-A21,1072490,835780
16/29a-A22,1935169,1368266
16/29a-A23,0,0
16/29a-A24,730584,685859
16/29a-A25,367200,237
16/29a-A3,1228628,274510
16/29a-A4,6362839,2866740
16/29a-A5,10647193,4946492
16/29a-A6,1257020,296585
16/29a-A7,9964533,4181792
16/29a-A8,2560548,321327
16/29a-A9,7715539,3158342
211/19-,466956,54
211/19-,546519,33
211/19a-M24Y,5363132,4359856
211/19a-M26,134602,350
211/19a-M40,1321243,1160256
211/19a-M42,1522227,1381497
211/19a-M46,485401,315837
211/19a-M47,248906,163660
211/19a-M48,148631,83828
211/19a-M49,160186,5124
211/19a-M50,112671,78999
211/19a-M51,38660,0
211/19-M1,28195913,20697258
211/19-M10,324604,65529
211/19-M14Y,16931169,13643473
211/19-M15A,14150405,11259594
211/19-M17,7507546,4415026
211/19-M18A,15220415,10867510
211/19-M19,14105433,7829823
211/19-M2,13199755,7214802
211/19-M20,28593373,22945013
211/19-M21,137556,20794
211/19-M22,11926999,5731047
211/19-M23,8230418,6425732
211/19-M25,12147134,5929228
211/19-M27,3746544,3183048
211/19-M28,2004597,1420935
211/19-M29,323,1
211/19-M3,6548302,1652601
211/19-M30,465867,373882
211/19-M31,9912694,8520782
211/19-M32,3395621,1951318
211/19-M33,2428119,2114352
211/19-M34,4031241,3614941
211/19-M35,186774,64703
211/19-M36,763292,546750
211/19-M37,1814140,1569280
211/19-M38,2481385,1641898
211/19-M4,25055327,14421501
211/19-M41,1877609,1386493
211/19-M43,688064,624901
211/19-M44,97963,38465
211/19-M45,493935,320385
211/19-M5,6912713,2277264
211/19-M7,810648,567676
211/19-M9,778839,156557
211/23a-,1418738,156409
211/23a-,607765,18278
211/23-P1,2045708,581149
211/23-P10Z,560121,480810
211/23-P2,3492074,1776839
211/23-P3,3631850,2515077
211/23-P4Z,5947089,3091637
211/23-P5,3882987,2576274
211/23-P6,4261551,2943573
211/23-P7,2135746,817228
211/23-P8Y,1110732,622822
211/23-P9X,235348,192867
211/26a-P1,2098532,111661
211/26a-P2,3097685,3494
211/26a-P3,519670,2588
211/26a-P4Y,307001,0
211/26a-P5,285754,24
211/26a-P6Z,1967490,23026
211/26a-P8Z,265829,5985
211/26a-P9Z,170506,2800
22/11-A1,1964641,723746
22/11-A2,1854004,572458
22/11-A3,1582117,472259
22/11-A4,1097115,391913
22/11-N1,853092,102879
22/11-N10,4087476,1245288
22/11-N12,3024421,330039
22/11-N13,1563790,618346
22/11-N15,2834277,1034622
22/11-N16,1120489,216991
22/11-N17,1942841,255570
22/11-N18,2057275,535944
22/11-N19,1825836,555727
22/11-N2,3693104,1468019
22/11-N20,1775000,482679
22/11-N21,1142249,264526
22/11-N25,286829,58212
22/11-N26,527657,173067
22/11-N27,52134,1121
22/11-N28,207077,836
22/11-N3,3138658,1136423
22/11-N4,3737577,912386
22/11-N5,4945902,946302
22/11-N6,4004827,1026324
22/11-N7,4265963,953692
22/11-N8,1407171,404619
22/11-N9,2569735,1058117
22/17-A1,768225,260013
22/17-A10,629785,245843
22/17-A13,980289,668412
22/17-A14,703301,400314
22/17-A15,1994348,763178
22/17-A16,500188,258080
22/17-A19,698,4
22/17-A2,232290,35058
22/17-A20,714674,81005
22/17-A21,86815,24326
22/17-A22,411719,42762
22/17-A23,959225,297225
22/17-A24,658791,62124
22/17-A25,380633,344365
22/17-A26,373855,156375
22/17-A3,1084747,161604
22/17-A4,147620,1990
22/17-A5,595382,276712
22/17-A6,2229320,1409141
22/17-A7,579483,264087
22/17-A8,1544273,1045132
22/17-A9,952601,109851
22/20-,0,0
22/20-A1,852068,56129
22/20-A3Z,1299597,26179
22/20-A4,595274,46502
22/20-A5,479442,64383
22/20-A8,119700,1005
22/20-A9,3134,0
22/20-B1Z,258460,35734
22/20-B2,288601,1555
23/22a-A1,175832,395
23/22a-A3X,270041,326
23/22a-A5,234732,220
23/22a-A6,183983,620
23/27-,319944,159
23/27-B2,536728,1282
3/03-,113228,12930
3/03-C1,6388982,1840288
3/03-C10,6170104,2748835
3/03-C11,5021551,2062290
3/03-C12,12793,11296
3/03-C13,64331,51752
3/03-C14Z,471621,244741
3/03-C15,6115,0
3/03-C16,5617318,4820757
3/03-C17,2258265,989850
3/03-C18Z,2564895,644833
3/03-C19,15716,0
3/03-C2,13213956,8998931
3/03-C20,62473,42582
3/03-C21Z,8460027,3986178
3/03-C22,0,0
3/03-C23,271366,76762
3/03-C24,2836,0
3/03-C25,144417,131334
3/03-C26,7182918,4851971
3/03-C27,730921,148178
3/03-C28,2018276,1392151
3/03-C29,2453888,2000329
3/03-C3,28448869,19648094
3/03-C30,9475708,5424640
3/03-C31,10542775,7740437
3/03-C32,103729,73293
3/03-C33,3774520,2727793
3/03-C34,5280156,3173138
3/03-C35,1419390,1028805
3/03-C36,3381622,2296479
3/03-C37,3855037,2753495
3/03-C38,8014418,4395453
3/03-C39,4490336,3281314
3/03-C4,19505276,13628832
3/03-C40,6141245,4419160
3/03-C41,16946496,14669521
3/03-C43,10744675,9300200
3/03-C44,6099335,5415482
3/03-C45,9883152,8898620
3/03-C46,13605065,10437501
3/03-C48,8662416,6889598
3/03-C49,840422,89109
3/03-C5,777107,70446
3/03-C50,10410157,9507691
3/03-C51,749954,710153
3/03-C52,987487,695157
3/03-C53,8792668,7988476
3/03-C54,164647,9683
3/03-C55,1599591,1494357
3/03-C56,875721,719890
3/03-C57,1184386,995402
3/03-C58,2860150,2577723
3/03-C59,811688,584077
3/03-C6,36919,10850
3/03-C60,1020326,832139
3/03-C62,1639707,1397766
3/03-C63,38823,770
3/03-C7,2770141,818707
3/03-C8,15293,3259
3/03-C9,12616714,7255111
3/03-N1,13535301,9279725
3/03-N10,9693984,7785793
3/03-N11Z,2105,1
3/03-N12,5384592,3476412
3/03-N13,1700268,612608
3/03-N15,8873330,7348543
3/03-N16,7064407,4821477
3/03-N17,9655,0
3/03-N18,1200344,929042
3/03-N19,53625,806
3/03-N2,5178,280
3/03-N20,8762542,7552742
3/03-N21,15808037,12657503
3/03-N22,73833,32820
3/03-N23,2058588,1259955
3/03-N24,14457061,13088516
3/03-N25,9546700,8805176
3/03-N26,2457,13
3/03-N28,2899143,2644541
3/03-N29,4023212,3000648
3/03-N30,282303,166583
3/03-N31,1270801,1163553
3/03-N32,2311798,1978765
3/03-N33,62895,22012
3/03-N34,179065,173405
3/03-N3Z,3145493,1571529
3/03-N5,11673200,5514923
3/03-N6,14891,99
3/03-N9,8938278,5932284
3/08-S1,2996529,1228161
3/08-S10,1417334,769111
3/08-S11,2740,9
3/08-S12,0,0
3/08-S13,9678961,6890619
3/08-S14,327943,306626
3/08-S15,7641482,5381295
3/08-S17,4789512,3128693
3/08-S18Z,2307423,578568
3/08-S19,8511907,6455513
3/08-S2,8857746,6330369
3/08-S20,706837,702519
3/08-S21,1024553,306501
3/08-S23,5133085,3406454
3/08-S25,8563610,6816130
3/08-S27,5821424,4515773
3/08-S28,20114207,15192498
3/08-S29,2562916,1359390
3/08-S3,16461965,11385264
3/08-S30,1261042,812702
3/08-S31,8897,36
3/08-S32,1425100,1124204
3/08-S33A,12803180,9332368
3/08-S34,4346,0
3/08-S35,15463329,12686969
3/08-S36,10252856,8979389
3/08-S38,2717443,2196897
3/08-S39,3897150,3742583
3/08-S4,1779526,458297
3/08-S40,392852,300331
3/08-S41,3813165,2657013
3/08-S42,1045878,883850
3/08-S43,9136019,7806555
3/08-S44,992405,480303
3/08-S45,883623,294545
3/08-S46,1033863,954638
3/08-S47,161838,157920
3/08-S48,1429341,1300106
3/08-S5,15518780,10677918
3/08-S50,1094070,987928
3/08-S52,2412822,2222549
3/08-S56,170800,6480
3/08-S59,542885,485699
3/08-S6,125122,0
3/08-S60,265722,226914
3/08-S62,0,0
3/08-S7,1404753,774359
3/08-S8,10617,1541
3/08-S9,7926474,3963757
30/17b-,165206,173
30/18-,246576,1082
9/13a-,1358775,75878
9/13a-,307324,957
9/13a-N1,1466257,178775
9/13a-N3Z,956177,84071
9/13a-N6Z,285113,612
9/13a-N7Z,196806,5826
9/13a-N8,65894,177
9/13b-,3252610,1806011
9/13b-,228583,29982
9/13b-,5082216,3341605
9/13b-,92954,180
9/13b-,83002,50571
9/13b-,771802,85484
9/13b-N4Y,260982,101533
N10/01-A12,6785248,5635955
14/19-18,76523,210
14/19a-20Z,5040515,1734987
14/19a-E1,424661,8742
