WELLREGNO,TOPHOLEYDD,TOPHOLEXDD,QUADRANTNO,BLOCKNO,DATUMELEV,WATERDEPTH,Oilp_80_95,Watp_80_95,Oilp_95_10,Watp_95_10,Zone
15/16- 4A,58.34797222,0.155694444,15,16,82,465,5987994.3,2500132.5,7784392.59,3250172.25,F
15/16- 7,58.34019444,0.025972222,15,16,79,462,838087.2,170481.6,1089513.36,221626.08,F
15/16- 9,58.37561944,0.019036111,15,16,86,455,5992508.7,2268138.6,7790261.31,2948580.18,F
15/16- 11,58.34729444,0.112997222,15,16,83,463,27090.9,27090.9,35218.17,35218.17,F
15/16- 13,58.34719167,0.113325,15,16,82,465,2493577.8,977381.1,3241651.14,1270595.43,F
15/16- 14,58.38928361,0.097498889,15,16,83,462,0,0,0,0,F
15/16-T7,58.36977778,0.07325,15,16,212,465,838087.2,170481.6,1089513.36,221626.08,F
15/16a-T10A,58.36983333,0.073694444,15,16,212,465,5992508.7,2268138.6,7790261.31,2948580.18,F
16/21a- 10,58.21669444,1.118972222,16,21,83,478,27090.9,27090.9,35218.17,35218.17,F
16/21a- 15,58.17358333,1.094888889,16,21,90,473,2493577.8,977381.1,3241651.14,1270595.43,F
16/21a- 17Z,58.17258333,1.04075,16,21,88,480,213523.2,1665.9,277580.16,2165.67,F
16/21a- 23,58.20655556,1.112972222,16,21,85,473,9325198.8,49490.1,12122758.44,64337.13,F
16/21b- 5,58.25077778,1.048388889,16,21,82,480,5786719.2,114999.3,7522734.96,149499.09,F
16/21b- 12,58.25269444,1.057055556,16,21,83,487,24618848.4,7637223.6,32004502.92,9928390.68,F
16/22- 1,58.26596944,1.265397222,16,22,88.6,426.4,0,0,0,0,F
16/22- 3,58.20882278,1.307705833,16,22,78.7,416.5,0,0,0,0,F
16/23- 2,58.263,1.52475,16,23,85,338,24618848.4,7637223.6,32004502.92,9928390.68,F
16/23- 4,58.29477778,1.573638889,16,23,83,353,0,0,0,0,F
16/26- 24,58.04135,1.182644444,16,26,80,441,838087.2,170481.6,1089513.36,221626.08,F
16/26- 3,58.06237417,1.168528333,16,26,85,453,5992508.7,2268138.6,7790261.31,2948580.18,F
16/26- 6,58.05953361,1.077439167,16,26,82,460,27090.9,27090.9,35218.17,35218.17,F
16/26- 7Z,58.0322325,1.128609444,16,26,81,451,2493577.8,977381.1,3241651.14,1270595.43,F
16/26- 11,58.0650675,1.057608889,16,26,85,458,0,0,0,0,F
16/26- 12Z,58.01291667,1.119,16,26,80,440,24618848.4,7637223.6,32004502.92,9928390.68,F
16/26- 16,58.03925,1.126166667,16,26,81,451,0,0,0,0,F
16/26- 19,58.12966111,1.032588889,16,26,81,475,6645804.3,969042.6,8639545.59,1259755.38,F
16/26- 21,58.07197222,1.002805556,16,26,89,464,586601.1,383554.8,762581.43,498621.24,F
13/19- 3,58.33826667,-1.350522222,13,19,87,354,20267.1,109.8,26347.23,142.74,F
13/21a- 1A,58.28900833,-1.830341667,13,21,76,340,0,0,0,0,F
13/22a- 2,58.30183611,-1.760188889,13,22,82,350,11366.1,6191.1,14775.93,8048.43,F
13/22a- 6,58.32375,-1.716372222,13,22,85,351,24101138.7,20797857,31331480.31,27037214.1,F
13/22a- 8,58.30603333,-1.759738889,13,22,74,348,0,0,0,0,F
13/23- 1,58.17990194,-1.459080833,13,23,83,446,0,0,0,0,F
13/27- 2,58.08366667,-1.692916667,13,27,83,215,0,0,0,0,F
13/28- 1,58.00352222,-1.520311111,13,28,79,235,4469695.2,3327775.2,5810603.76,4326107.76,F
13/28- 4,58.11783333,-1.569022222,13,28,83,240,3777474.6,3589781.4,4910716.98,4666715.82,F
13/28a- 6,58.13111667,-1.527261111,13,28,25.85,78.15,0,0,0,0,F
16/28-A21,58.04747556,1.404313611,16,28,48.67,116.9,1657187.1,164745.9,2154343.23,214169.67,F
21/10-D11,57.72258333,0.903138889,21,10,144.9,400.1,0,0,0,0,F
21/10-D23,57.72256944,0.903208333,21,10,144.9,400.1,1669709.7,777166.2,2170622.61,1010316.06,F
21/11- 3,57.65180278,0.141416667,21,11,82,364,15830577.9,13269136.5,20579751.27,17249877.45,F
21/13a- 3,57.54786306,0.424042222,21,13,82,300,0,0,0,0,F
21/13b- 2,57.56497222,0.583083333,21,13,85,279,2183385.6,855350.1,2838401.28,1111955.13,F
21/14b- 2,57.55994444,0.636444444,21,14,85,280,0,0,0,0,F
21/15a- 1,57.56258583,0.884161944,21,15,79,331,373694.4,2028.6,485802.72,2637.18,F
